0.000000000000000000e+00,-7.019353609231989699e-01
1.000000000000000021e-02,-7.031512829449250157e-01
2.000000000000000042e-02,-7.041643805610647844e-01
2.999999999999999889e-02,-7.049741469060910593e-01
4.000000000000000083e-02,-7.055801299857875630e-01
5.000000000000000278e-02,-7.059819330305997509e-01
5.999999999999999778e-02,-7.061792148517214152e-01
7.000000000000000666e-02,-7.061716901995429563e-01
8.000000000000000167e-02,-7.059591301238987704e-01
8.999999999999999667e-02,-7.055413623355391017e-01
1.000000000000000056e-01,-7.049182715683148803e-01
1.100000000000000006e-01,-7.040897999413828767e-01
1.199999999999999956e-01,-7.030559473208706223e-01
1.300000000000000044e-01,-7.018167716802657941e-01
1.400000000000000133e-01,-7.003723894588779197e-01
1.499999999999999944e-01,-6.987229759176061261e-01
1.600000000000000033e-01,-6.968687654913012786e-01
1.700000000000000122e-01,-6.948100521369169336e-01
1.799999999999999933e-01,-6.925471896766612900e-01
1.900000000000000022e-01,-6.900805921353322381e-01
2.000000000000000111e-01,-6.874107340709639802e-01
2.099999999999999922e-01,-6.845381508979556662e-01
2.200000000000000011e-01,-6.814634392017685505e-01
2.300000000000000100e-01,-6.781872570443242543e-01
2.399999999999999911e-01,-6.747103242591537819e-01
2.500000000000000000e-01,-6.710334227353735859e-01
2.600000000000000089e-01,-6.671573966895689711e-01
2.700000000000000178e-01,-6.630831529245919675e-01
2.800000000000000266e-01,-6.588116610743337542e-01
2.899999999999999800e-01,-6.543439538334895333e-01
2.999999999999999889e-01,-6.496811271713351932e-01
3.099999999999999978e-01,-6.448243405285044583e-01
3.200000000000000067e-01,-6.397748169958427100e-01
3.300000000000000155e-01,-6.345338434742306966e-01
3.400000000000000244e-01,-6.291027708145147113e-01
3.500000000000000333e-01,-6.234830139364714308e-01
3.599999999999999867e-01,-6.176760519257825655e-01
3.699999999999999956e-01,-6.116834281081698910e-01
3.800000000000000044e-01,-6.055067500995496843e-01
3.900000000000000133e-01,-5.991476898313451427e-01
4.000000000000000222e-01,-5.926079835499655779e-01
4.100000000000000311e-01,-5.858894317894622894e-01
4.199999999999999845e-01,-5.789938993164637226e-01
4.299999999999999933e-01,-5.719233150464922977e-01
4.400000000000000022e-01,-5.646796719306500512e-01
4.500000000000000111e-01,-5.572650268119115902e-01
4.600000000000000200e-01,-5.496815002500328173e-01
4.700000000000000289e-01,-5.419312763143355749e-01
4.799999999999999822e-01,-5.340166023434458342e-01
4.899999999999999911e-01,-5.259397886712373626e-01
5.000000000000000000e-01,-5.177032083181728472e-01
5.100000000000000089e-01,-5.093092966473335981e-01
5.200000000000000178e-01,-5.007605509843547908e-01
5.300000000000000266e-01,-4.920595302005991711e-01
5.400000000000000355e-01,-4.832088542589487168e-01
5.500000000000000444e-01,-4.742112037215234777e-01
5.600000000000000533e-01,-4.650693192187506653e-01
5.700000000000000622e-01,-4.557860008792617990e-01
5.799999999999999600e-01,-4.463641077200555807e-01
5.899999999999999689e-01,-4.368065569964671990e-01
5.999999999999999778e-01,-4.271163235114663337e-01
6.099999999999999867e-01,-4.172964388839445204e-01
6.199999999999999956e-01,-4.073499907755671057e-01
6.300000000000000044e-01,-3.972801220759017427e-01
6.400000000000000133e-01,-3.870900300455564214e-01
6.500000000000000222e-01,-3.767829654170763432e-01
6.600000000000000311e-01,-3.663622314534304980e-01
6.700000000000000400e-01,-3.558311829639468349e-01
6.800000000000000488e-01,-3.451932252776112042e-01
6.900000000000000577e-01,-3.344518131736924915e-01
7.000000000000000666e-01,-3.236104497696713489e-01
7.099999999999999645e-01,-3.126726853665863781e-01
7.199999999999999734e-01,-3.016421162518644339e-01
7.299999999999999822e-01,-2.905223834597883137e-01
7.399999999999999911e-01,-2.793171714898575186e-01
7.500000000000000000e-01,-2.680302069832480316e-01
7.600000000000000089e-01,-2.566652573577363206e-01
7.700000000000000178e-01,-2.452261294014111970e-01
7.800000000000000266e-01,-2.337166678256189789e-01
7.900000000000000355e-01,-2.221407537776121932e-01
8.000000000000000444e-01,-2.105023033134068300e-01
8.100000000000000533e-01,-1.988052658314425902e-01
8.200000000000000622e-01,-1.870536224676687675e-01
8.300000000000000711e-01,-1.752513844527481546e-01
8.399999999999999689e-01,-1.634025914320894612e-01
8.499999999999999778e-01,-1.515113097495215111e-01
8.599999999999999867e-01,-1.395816306954237307e-01
8.699999999999999956e-01,-1.276176687202253690e-01
8.800000000000000044e-01,-1.156235596141928917e-01
8.900000000000000133e-01,-1.036034586545038633e-01
9.000000000000000222e-01,-9.156153872065403432e-02
9.100000000000000311e-01,-7.950198837927636986e-02
9.200000000000000400e-01,-6.742900993950863564e-02
9.300000000000000488e-01,-5.534681748010863989e-02
9.400000000000000577e-01,-4.325963484952821680e-02
9.500000000000000666e-01,-3.117169364023954919e-02
9.599999999999999645e-01,-1.908723113862544757e-02
9.699999999999999734e-01,-7.010488251800581737e-03
9.799999999999999822e-01,5.054292587228628730e-03
9.899999999999999911e-01,1.710286953461262818e-02
1.000000000000000000e+00,2.913100346943756774e-02
1.010000000000000009e+00,4.113446014469775147e-02
1.020000000000000018e+00,5.310901235390178693e-02
1.030000000000000027e+00,6.505044211171426283e-02
1.040000000000000036e+00,7.695454284699339287e-02
1.050000000000000044e+00,8.881712160655988453e-02
1.060000000000000053e+00,1.006340012680049661e-01
1.070000000000000062e+00,1.124010227597953965e-01
1.080000000000000071e+00,1.241140472869349670e-01
1.090000000000000080e+00,1.357689585603915894e-01
1.100000000000000089e+00,1.473616650284848839e-01
1.110000000000000098e+00,1.588881021084113110e-01
1.120000000000000107e+00,1.703442344160462918e-01
1.130000000000000115e+00,1.817260579921699537e-01
1.140000000000000124e+00,1.930296025232142443e-01
1.150000000000000133e+00,2.042509335546547622e-01
1.159999999999999920e+00,2.153861546951054140e-01
1.169999999999999929e+00,2.264314098092201077e-01
1.179999999999999938e+00,2.373828851974575105e-01
1.189999999999999947e+00,2.482368117607590130e-01
1.199999999999999956e+00,2.589894671482259603e-01
1.209999999999999964e+00,2.696371778858209778e-01
1.219999999999999973e+00,2.801763214841643812e-01
1.229999999999999982e+00,2.906033285234800867e-01
1.239999999999999991e+00,3.009146847137415537e-01
1.250000000000000000e+00,3.111069329281063167e-01
1.260000000000000009e+00,3.211766752076902209e-01
1.270000000000000018e+00,3.311205747357765516e-01
1.280000000000000027e+00,3.409353577795726786e-01
1.290000000000000036e+00,3.506178155976019672e-01
1.300000000000000044e+00,3.601648063108988107e-01
1.310000000000000053e+00,3.695732567361113552e-01
1.320000000000000062e+00,3.788401641787326191e-01
1.330000000000000071e+00,3.879625981846252514e-01
1.340000000000000080e+00,3.969377022480726214e-01
1.350000000000000089e+00,4.057626954746185177e-01
1.360000000000000098e+00,4.144348741969610672e-01
1.370000000000000107e+00,4.229516135422183853e-01
1.380000000000000115e+00,4.313103689489363735e-01
1.390000000000000124e+00,4.395086776321776578e-01
1.400000000000000133e+00,4.475441599951927030e-01
1.409999999999999920e+00,4.554145209860409049e-01
1.419999999999999929e+00,4.631175513977632274e-01
1.429999999999999938e+00,4.706511291105989203e-01
